Country,Amount,Lat,Lng,Exporter,ExporterLat,ExporterFromLng
IRELAND,0,53,-8,GHANA,8,-2
IRELAND,0,53,-8,GREENLAND,72,-40
IRELAND,0,53,-8,JAPAN,36,138
IRELAND,0,53,-8,KAZAKHSTAN,48,68
IRELAND,0,53,-8,RUSSIAN FEDERATION,60,100
IRELAND,0,53,-8,SAO TOME AND PRINCIPE,1,7
IRELAND,0,53,-8,SWITZERLAND,47,8
IRELAND,0,53,-8,THAILAND,15,100
IRELAND,0,53,-8,URUGUAY,-33,-56
IRELAND,0,53,-8,US,38,-97
ITALY,0,42.83,12.83,AUSTRIA,47.33,13.33
ITALY,2573100,42.83,12.83,BELGIUM,50.83,4
ITALY,0,42.83,12.83,BULGARIA,43,25
ITALY,0,42.83,12.83,CYPRUS,35,33
ITALY,0,42.83,12.83,CZECH REPUBLIC,49.75,15.5
ITALY,137100,42.83,12.83,DENMARK,56,10
ITALY,0,42.83,12.83,ESTONIA,59,26
ITALY,0,42.83,12.83,FINLAND,64,26
ITALY,2154300,42.83,12.83,FRANCE,46,2
ITALY,16000,42.83,12.83,GERMANY,51,9
ITALY,0,42.83,12.83,GREECE,39,22
ITALY,0,42.83,12.83,HUNGARY,47,20
ITALY,1172500,42.83,12.83,IRELAND,53,-8
ITALY,0,42.83,12.83,ITALY,42.83,12.83
ITALY,0,42.83,12.83,LATVIA,57,25
ITALY,585400,42.83,12.83,LITHUANIA,56,24
ITALY,0,42.83,12.83,LUXEMBOURG,49.75,6.17
ITALY,0,42.83,12.83,MALTA,35.83,14.58
ITALY,973400,42.83,12.83,NETHERLANDS,52.5,5.75
ITALY,10571100,42.83,12.83,POLAND,52,20
ITALY,55600,42.83,12.83,PORTUGAL,39.5,-8
ITALY,1034700,42.83,12.83,ROMANIA,46,25
ITALY,0,42.83,12.83,SLOVAKIA,48.67,19.5
ITALY,6400,42.83,12.83,SLOVENIA,46,15
ITALY,4028900,42.83,12.83,SPAIN,40,-4
ITALY,0,42.83,12.83,SWEDEN,62,15
ITALY,12800,42.83,12.83,UNITED KINGDOM,54,-2
ITALY,0,42.83,12.83,ANDORRA,42.5,1.6
ITALY,0,42.83,12.83,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
ITALY,0,42.83,12.83,GIBRALTAR,36.18,-5.37
ITALY,0,42.83,12.83,GHANA,8,-2
ITALY,0,42.83,12.83,GREENLAND,72,-40
ITALY,0,42.83,12.83,JAPAN,36,138
ITALY,0,42.83,12.83,KAZAKHSTAN,48,68
ITALY,0,42.83,12.83,RUSSIAN FEDERATION,60,100
ITALY,0,42.83,12.83,SAO TOME AND PRINCIPE,1,7
ITALY,0,42.83,12.83,SWITZERLAND,47,8
ITALY,0,42.83,12.83,THAILAND,15,100
ITALY,0,42.83,12.83,URUGUAY,-33,-56
ITALY,0,42.83,12.83,US,38,-97
LATVIA,0,57,25,AUSTRIA,47.33,13.33
LATVIA,0,57,25,BELGIUM,50.83,4
LATVIA,0,57,25,BULGARIA,43,25
LATVIA,0,57,25,CYPRUS,35,33
LATVIA,0,57,25,CZECH REPUBLIC,49.75,15.5
LATVIA,0,57,25,DENMARK,56,10
LATVIA,0,57,25,ESTONIA,59,26
LATVIA,5100,57,25,FINLAND,64,26
LATVIA,0,57,25,FRANCE,46,2
LATVIA,0,57,25,GERMANY,51,9
LATVIA,0,57,25,GREECE,39,22
LATVIA,108300,57,25,HUNGARY,47,20
LATVIA,0,57,25,IRELAND,53,-8
LATVIA,0,57,25,ITALY,42.83,12.83
LATVIA,0,57,25,LATVIA,57,25
LATVIA,2700,57,25,LITHUANIA,56,24
LATVIA,0,57,25,LUXEMBOURG,49.75,6.17
LATVIA,0,57,25,MALTA,35.83,14.58
LATVIA,0,57,25,NETHERLANDS,52.5,5.75
LATVIA,0,57,25,POLAND,52,20
LATVIA,0,57,25,PORTUGAL,39.5,-8
LATVIA,0,57,25,ROMANIA,46,25
LATVIA,0,57,25,SLOVAKIA,48.67,19.5
LATVIA,0,57,25,SLOVENIA,46,15
LATVIA,0,57,25,SPAIN,40,-4
LATVIA,0,57,25,SWEDEN,62,15
LATVIA,0,57,25,UNITED KINGDOM,54,-2
LATVIA,0,57,25,ANDORRA,42.5,1.6
LATVIA,0,57,25,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
LATVIA,0,57,25,GIBRALTAR,36.18,-5.37
LATVIA,0,57,25,GHANA,8,-2
LATVIA,0,57,25,GREENLAND,72,-40
LATVIA,0,57,25,JAPAN,36,138
LATVIA,0,57,25,KAZAKHSTAN,48,68
LATVIA,0,57,25,RUSSIAN FEDERATION,60,100
LATVIA,0,57,25,SAO TOME AND PRINCIPE,1,7
LATVIA,0,57,25,SWITZERLAND,47,8
LATVIA,0,57,25,THAILAND,15,100
LATVIA,0,57,25,URUGUAY,-33,-56
LATVIA,0,57,25,US,38,-97
LITHUANIA,0,56,24,AUSTRIA,47.33,13.33
LITHUANIA,1700,56,24,BELGIUM,50.83,4
LITHUANIA,0,56,24,BULGARIA,43,25
LITHUANIA,0,56,24,CYPRUS,35,33
LITHUANIA,0,56,24,CZECH REPUBLIC,49.75,15.5
LITHUANIA,0,56,24,DENMARK,56,10
LITHUANIA,900,56,24,ESTONIA,59,26
LITHUANIA,0,56,24,FINLAND,64,26
LITHUANIA,0,56,24,FRANCE,46,2
LITHUANIA,0,56,24,GERMANY,51,9
LITHUANIA,0,56,24,GREECE,39,22
LITHUANIA,0,56,24,HUNGARY,47,20
LITHUANIA,0,56,24,IRELAND,53,-8
LITHUANIA,0,56,24,ITALY,42.83,12.83
LITHUANIA,0,56,24,LATVIA,57,25
LITHUANIA,0,56,24,LITHUANIA,56,24
LITHUANIA,0,56,24,LUXEMBOURG,49.75,6.17
LITHUANIA,0,56,24,MALTA,35.83,14.58
LITHUANIA,0,56,24,NETHERLANDS,52.5,5.75
LITHUANIA,0,56,24,POLAND,52,20
LITHUANIA,0,56,24,PORTUGAL,39.5,-8
LITHUANIA,0,56,24,ROMANIA,46,25
LITHUANIA,0,56,24,SLOVAKIA,48.67,19.5
LITHUANIA,0,56,24,SLOVENIA,46,15
LITHUANIA,0,56,24,SPAIN,40,-4
LITHUANIA,0,56,24,SWEDEN,62,15
LITHUANIA,0,56,24,UNITED KINGDOM,54,-2
LITHUANIA,0,56,24,ANDORRA,42.5,1.6
LITHUANIA,0,56,24,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
LITHUANIA,0,56,24,GIBRALTAR,36.18,-5.37
LITHUANIA,0,56,24,GHANA,8,-2
LITHUANIA,0,56,24,GREENLAND,72,-40
LITHUANIA,0,56,24,JAPAN,36,138
LITHUANIA,0,56,24,KAZAKHSTAN,48,68
LITHUANIA,0,56,24,RUSSIAN FEDERATION,60,100
LITHUANIA,0,56,24,SAO TOME AND PRINCIPE,1,7
LITHUANIA,0,56,24,SWITZERLAND,47,8
LITHUANIA,0,56,24,THAILAND,15,100
LITHUANIA,0,56,24,URUGUAY,-33,-56
LITHUANIA,0,56,24,US,38,-97
LUXEMBOURG,0,49.75,6.17,AUSTRIA,47.33,13.33
LUXEMBOURG,113700,49.75,6.17,BELGIUM,50.83,4
LUXEMBOURG,0,49.75,6.17,BULGARIA,43,25
LUXEMBOURG,0,49.75,6.17,CYPRUS,35,33
LUXEMBOURG,0,49.75,6.17,CZECH REPUBLIC,49.75,15.5
LUXEMBOURG,0,49.75,6.17,DENMARK,56,10
LUXEMBOURG,0,49.75,6.17,ESTONIA,59,26
LUXEMBOURG,0,49.75,6.17,FINLAND,64,26
LUXEMBOURG,11400,49.75,6.17,FRANCE,46,2
LUXEMBOURG,100,49.75,6.17,GERMANY,51,9
LUXEMBOURG,0,49.75,6.17,GREECE,39,22
LUXEMBOURG,0,49.75,6.17,HUNGARY,47,20
LUXEMBOURG,0,49.75,6.17,IRELAND,53,-8
LUXEMBOURG,0,49.75,6.17,ITALY,42.83,12.83
LUXEMBOURG,0,49.75,6.17,LATVIA,57,25
LUXEMBOURG,0,49.75,6.17,LITHUANIA,56,24
LUXEMBOURG,0,49.75,6.17,LUXEMBOURG,49.75,6.17
LUXEMBOURG,0,49.75,6.17,MALTA,35.83,14.58
LUXEMBOURG,5700,49.75,6.17,NETHERLANDS,52.5,5.75
LUXEMBOURG,0,49.75,6.17,POLAND,52,20
LUXEMBOURG,0,49.75,6.17,PORTUGAL,39.5,-8
LUXEMBOURG,0,49.75,6.17,ROMANIA,46,25
LUXEMBOURG,0,49.75,6.17,SLOVAKIA,48.67,19.5
LUXEMBOURG,0,49.75,6.17,SLOVENIA,46,15
LUXEMBOURG,0,49.75,6.17,SPAIN,40,-4
LUXEMBOURG,0,49.75,6.17,SWEDEN,62,15
LUXEMBOURG,0,49.75,6.17,UNITED KINGDOM,54,-2
LUXEMBOURG,0,49.75,6.17,ANDORRA,42.5,1.6
LUXEMBOURG,0,49.75,6.17,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
LUXEMBOURG,0,49.75,6.17,GIBRALTAR,36.18,-5.37
LUXEMBOURG,0,49.75,6.17,GHANA,8,-2
LUXEMBOURG,0,49.75,6.17,GREENLAND,72,-40
LUXEMBOURG,0,49.75,6.17,JAPAN,36,138
LUXEMBOURG,0,49.75,6.17,KAZAKHSTAN,48,68
LUXEMBOURG,0,49.75,6.17,RUSSIAN FEDERATION,60,100
LUXEMBOURG,0,49.75,6.17,SAO TOME AND PRINCIPE,1,7
LUXEMBOURG,0,49.75,6.17,SWITZERLAND,47,8
LUXEMBOURG,0,49.75,6.17,THAILAND,15,100
LUXEMBOURG,0,49.75,6.17,URUGUAY,-33,-56
LUXEMBOURG,0,49.75,6.17,US,38,-97
MALTA,0,35.83,14.58,AUSTRIA,47.33,13.33
MALTA,55700,35.83,14.58,BELGIUM,50.83,4
MALTA,0,35.83,14.58,BULGARIA,43,25
MALTA,0,35.83,14.58,CYPRUS,35,33
MALTA,0,35.83,14.58,CZECH REPUBLIC,49.75,15.5
MALTA,0,35.83,14.58,DENMARK,56,10
MALTA,0,35.83,14.58,ESTONIA,59,26
MALTA,0,35.83,14.58,FINLAND,64,26
MALTA,0,35.83,14.58,FRANCE,46,2
MALTA,0,35.83,14.58,GERMANY,51,9
MALTA,0,35.83,14.58,GREECE,39,22
MALTA,0,35.83,14.58,HUNGARY,47,20
MALTA,0,35.83,14.58,IRELAND,53,-8
MALTA,1200,35.83,14.58,ITALY,42.83,12.83
MALTA,0,35.83,14.58,LATVIA,57,25
MALTA,0,35.83,14.58,LITHUANIA,56,24
MALTA,0,35.83,14.58,LUXEMBOURG,49.75,6.17
MALTA,0,35.83,14.58,MALTA,35.83,14.58
MALTA,700,35.83,14.58,NETHERLANDS,52.5,5.75
MALTA,1200,35.83,14.58,POLAND,52,20
MALTA,0,35.83,14.58,PORTUGAL,39.5,-8
MALTA,0,35.83,14.58,ROMANIA,46,25
MALTA,0,35.83,14.58,SLOVAKIA,48.67,19.5
MALTA,0,35.83,14.58,SLOVENIA,46,15
MALTA,0,35.83,14.58,SPAIN,40,-4
MALTA,0,35.83,14.58,SWEDEN,62,15
MALTA,0,35.83,14.58,UNITED KINGDOM,54,-2
MALTA,0,35.83,14.58,ANDORRA,42.5,1.6
MALTA,0,35.83,14.58,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
MALTA,0,35.83,14.58,GIBRALTAR,36.18,-5.37
MALTA,0,35.83,14.58,GHANA,8,-2
MALTA,0,35.83,14.58,GREENLAND,72,-40
MALTA,0,35.83,14.58,JAPAN,36,138
MALTA,0,35.83,14.58,KAZAKHSTAN,48,68
MALTA,0,35.83,14.58,RUSSIAN FEDERATION,60,100
MALTA,0,35.83,14.58,SAO TOME AND PRINCIPE,1,7
MALTA,0,35.83,14.58,SWITZERLAND,47,8
MALTA,0,35.83,14.58,THAILAND,15,100
MALTA,0,35.83,14.58,URUGUAY,-33,-56
MALTA,0,35.83,14.58,US,38,-97
NETHERLANDS,0,52.5,5.75,AUSTRIA,47.33,13.33
NETHERLANDS,7265200,52.5,5.75,BELGIUM,50.83,4
NETHERLANDS,0,52.5,5.75,BULGARIA,43,25
NETHERLANDS,0,52.5,5.75,CYPRUS,35,33
NETHERLANDS,0,52.5,5.75,CZECH REPUBLIC,49.75,15.5
NETHERLANDS,0,52.5,5.75,DENMARK,56,10
NETHERLANDS,0,52.5,5.75,ESTONIA,59,26
NETHERLANDS,0,52.5,5.75,FINLAND,64,26
NETHERLANDS,5100,52.5,5.75,FRANCE,46,2
NETHERLANDS,42500,52.5,5.75,GERMANY,51,9
NETHERLANDS,0,52.5,5.75,GREECE,39,22
NETHERLANDS,0,52.5,5.75,HUNGARY,47,20
NETHERLANDS,89100,52.5,5.75,IRELAND,53,-8
NETHERLANDS,286900,52.5,5.75,ITALY,42.83,12.83
NETHERLANDS,0,52.5,5.75,LATVIA,57,25
NETHERLANDS,0,52.5,5.75,LITHUANIA,56,24
NETHERLANDS,0,52.5,5.75,LUXEMBOURG,49.75,6.17
NETHERLANDS,0,52.5,5.75,MALTA,35.83,14.58
NETHERLANDS,0,52.5,5.75,NETHERLANDS,52.5,5.75
NETHERLANDS,0,52.5,5.75,POLAND,52,20
NETHERLANDS,0,52.5,5.75,PORTUGAL,39.5,-8
NETHERLANDS,409400,52.5,5.75,ROMANIA,46,25
NETHERLANDS,0,52.5,5.75,SLOVAKIA,48.67,19.5
NETHERLANDS,0,52.5,5.75,SLOVENIA,46,15
NETHERLANDS,0,52.5,5.75,SPAIN,40,-4
NETHERLANDS,0,52.5,5.75,SWEDEN,62,15
NETHERLANDS,0,52.5,5.75,UNITED KINGDOM,54,-2
NETHERLANDS,0,52.5,5.75,ANDORRA,42.5,1.6
NETHERLANDS,0,52.5,5.75,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
NETHERLANDS,0,52.5,5.75,GIBRALTAR,36.18,-5.37
NETHERLANDS,0,52.5,5.75,GHANA,8,-2
NETHERLANDS,0,52.5,5.75,GREENLAND,72,-40
NETHERLANDS,0,52.5,5.75,JAPAN,36,138
NETHERLANDS,0,52.5,5.75,KAZAKHSTAN,48,68
NETHERLANDS,0,52.5,5.75,RUSSIAN FEDERATION,60,100
NETHERLANDS,0,52.5,5.75,SAO TOME AND PRINCIPE,1,7
NETHERLANDS,0,52.5,5.75,SWITZERLAND,47,8
NETHERLANDS,0,52.5,5.75,THAILAND,15,100
NETHERLANDS,0,52.5,5.75,URUGUAY,-33,-56
NETHERLANDS,0,52.5,5.75,US,38,-97
POLAND,0,52,20,AUSTRIA,47.33,13.33
POLAND,3700,52,20,BELGIUM,50.83,4
POLAND,0,52,20,BULGARIA,43,25
POLAND,0,52,20,CYPRUS,35,33
POLAND,300,52,20,CZECH REPUBLIC,49.75,15.5
POLAND,0,52,20,DENMARK,56,10
POLAND,0,52,20,ESTONIA,59,26
POLAND,0,52,20,FINLAND,64,26
POLAND,0,52,20,FRANCE,46,2
POLAND,0,52,20,GERMANY,51,9
POLAND,0,52,20,GREECE,39,22
POLAND,3000,52,20,HUNGARY,47,20
POLAND,0,52,20,IRELAND,53,-8
POLAND,71000,52,20,ITALY,42.83,12.83
POLAND,0,52,20,LATVIA,57,25
POLAND,0,52,20,LITHUANIA,56,24
POLAND,0,52,20,LUXEMBOURG,49.75,6.17
POLAND,0,52,20,MALTA,35.83,14.58
POLAND,0,52,20,NETHERLANDS,52.5,5.75
POLAND,0,52,20,POLAND,52,20
POLAND,0,52,20,PORTUGAL,39.5,-8
POLAND,851800,52,20,ROMANIA,46,25
POLAND,0,52,20,SLOVAKIA,48.67,19.5
POLAND,0,52,20,SLOVENIA,46,15
POLAND,0,52,20,SPAIN,40,-4
POLAND,5200,52,20,SWEDEN,62,15
POLAND,129100,52,20,UNITED KINGDOM,54,-2
POLAND,0,52,20,ANDORRA,42.5,1.6
POLAND,0,52,20,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
POLAND,0,52,20,GIBRALTAR,36.18,-5.37
POLAND,0,52,20,GHANA,8,-2
POLAND,0,52,20,GREENLAND,72,-40
POLAND,0,52,20,JAPAN,36,138
POLAND,0,52,20,KAZAKHSTAN,48,68
POLAND,0,52,20,RUSSIAN FEDERATION,60,100
POLAND,0,52,20,SAO TOME AND PRINCIPE,1,7
POLAND,0,52,20,SWITZERLAND,47,8
POLAND,0,52,20,THAILAND,15,100
POLAND,0,52,20,URUGUAY,-33,-56
POLAND,0,52,20,US,38,-97
PORTUGAL,0,39.5,-8,AUSTRIA,47.33,13.33
PORTUGAL,100,39.5,-8,BELGIUM,50.83,4
PORTUGAL,0,39.5,-8,BULGARIA,43,25
PORTUGAL,0,39.5,-8,CYPRUS,35,33
PORTUGAL,0,39.5,-8,CZECH REPUBLIC,49.75,15.5
PORTUGAL,0,39.5,-8,DENMARK,56,10
PORTUGAL,0,39.5,-8,ESTONIA,59,26
PORTUGAL,0,39.5,-8,FINLAND,64,26
PORTUGAL,100,39.5,-8,FRANCE,46,2
PORTUGAL,0,39.5,-8,GERMANY,51,9
PORTUGAL,0,39.5,-8,GREECE,39,22
PORTUGAL,0,39.5,-8,HUNGARY,47,20
PORTUGAL,0,39.5,-8,IRELAND,53,-8
PORTUGAL,0,39.5,-8,ITALY,42.83,12.83
PORTUGAL,0,39.5,-8,LATVIA,57,25
PORTUGAL,0,39.5,-8,LITHUANIA,56,24
PORTUGAL,0,39.5,-8,LUXEMBOURG,49.75,6.17
PORTUGAL,0,39.5,-8,MALTA,35.83,14.58
PORTUGAL,0,39.5,-8,NETHERLANDS,52.5,5.75
PORTUGAL,0,39.5,-8,POLAND,52,20
PORTUGAL,0,39.5,-8,PORTUGAL,39.5,-8
PORTUGAL,0,39.5,-8,ROMANIA,46,25
PORTUGAL,0,39.5,-8,SLOVAKIA,48.67,19.5
PORTUGAL,0,39.5,-8,SLOVENIA,46,15
PORTUGAL,0,39.5,-8,SPAIN,40,-4
PORTUGAL,0,39.5,-8,SWEDEN,62,15
PORTUGAL,0,39.5,-8,UNITED KINGDOM,54,-2
PORTUGAL,0,39.5,-8,ANDORRA,42.5,1.6
PORTUGAL,0,39.5,-8,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
PORTUGAL,0,39.5,-8,GIBRALTAR,36.18,-5.37
PORTUGAL,0,39.5,-8,GHANA,8,-2
PORTUGAL,0,39.5,-8,GREENLAND,72,-40
PORTUGAL,0,39.5,-8,JAPAN,36,138
PORTUGAL,0,39.5,-8,KAZAKHSTAN,48,68
PORTUGAL,0,39.5,-8,RUSSIAN FEDERATION,60,100
PORTUGAL,0,39.5,-8,SAO TOME AND PRINCIPE,1,7
PORTUGAL,0,39.5,-8,SWITZERLAND,47,8
PORTUGAL,0,39.5,-8,THAILAND,15,100
PORTUGAL,0,39.5,-8,URUGUAY,-33,-56
PORTUGAL,0,39.5,-8,US,38,-97
ROMANIA,0,46,25,AUSTRIA,47.33,13.33
ROMANIA,21000,46,25,BELGIUM,50.83,4
ROMANIA,226300,46,25,BULGARIA,43,25
ROMANIA,0,46,25,CYPRUS,35,33
ROMANIA,0,46,25,CZECH REPUBLIC,49.75,15.5
ROMANIA,0,46,25,DENMARK,56,10
ROMANIA,0,46,25,ESTONIA,59,26
ROMANIA,0,46,25,FINLAND,64,26
ROMANIA,0,46,25,FRANCE,46,2
ROMANIA,0,46,25,GERMANY,51,9
ROMANIA,0,46,25,GREECE,39,22
ROMANIA,0,46,25,HUNGARY,47,20
ROMANIA,0,46,25,IRELAND,53,-8
ROMANIA,100,46,25,ITALY,42.83,12.83
ROMANIA,0,46,25,LATVIA,57,25
ROMANIA,0,46,25,LITHUANIA,56,24
ROMANIA,0,46,25,LUXEMBOURG,49.75,6.17
ROMANIA,0,46,25,MALTA,35.83,14.58
ROMANIA,0,46,25,NETHERLANDS,52.5,5.75
ROMANIA,0,46,25,POLAND,52,20
ROMANIA,0,46,25,PORTUGAL,39.5,-8
ROMANIA,0,46,25,ROMANIA,46,25
ROMANIA,0,46,25,SLOVAKIA,48.67,19.5
ROMANIA,0,46,25,SLOVENIA,46,15
ROMANIA,1100,46,25,SPAIN,40,-4
ROMANIA,0,46,25,SWEDEN,62,15
ROMANIA,0,46,25,UNITED KINGDOM,54,-2
ROMANIA,0,46,25,ANDORRA,42.5,1.6
ROMANIA,0,46,25,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
ROMANIA,0,46,25,GIBRALTAR,36.18,-5.37
ROMANIA,0,46,25,GHANA,8,-2
ROMANIA,0,46,25,GREENLAND,72,-40
ROMANIA,0,46,25,JAPAN,36,138
ROMANIA,0,46,25,KAZAKHSTAN,48,68
ROMANIA,0,46,25,RUSSIAN FEDERATION,60,100
ROMANIA,0,46,25,SAO TOME AND PRINCIPE,1,7
ROMANIA,0,46,25,SWITZERLAND,47,8
ROMANIA,0,46,25,THAILAND,15,100
ROMANIA,0,46,25,URUGUAY,-33,-56
ROMANIA,0,46,25,US,38,-97
SLOVAKIA,0,48.67,19.5,AUSTRIA,47.33,13.33
SLOVAKIA,0,48.67,19.5,BELGIUM,50.83,4
SLOVAKIA,0,48.67,19.5,BULGARIA,43,25
SLOVAKIA,0,48.67,19.5,CYPRUS,35,33
SLOVAKIA,6300,48.67,19.5,CZECH REPUBLIC,49.75,15.5
SLOVAKIA,0,48.67,19.5,DENMARK,56,10
SLOVAKIA,0,48.67,19.5,ESTONIA,59,26
SLOVAKIA,0,48.67,19.5,FINLAND,64,26
SLOVAKIA,0,48.67,19.5,FRANCE,46,2
SLOVAKIA,0,48.67,19.5,GERMANY,51,9
SLOVAKIA,0,48.67,19.5,GREECE,39,22
SLOVAKIA,0,48.67,19.5,HUNGARY,47,20
SLOVAKIA,0,48.67,19.5,IRELAND,53,-8
SLOVAKIA,0,48.67,19.5,ITALY,42.83,12.83
SLOVAKIA,0,48.67,19.5,LATVIA,57,25
SLOVAKIA,0,48.67,19.5,LITHUANIA,56,24
SLOVAKIA,0,48.67,19.5,LUXEMBOURG,49.75,6.17
SLOVAKIA,0,48.67,19.5,MALTA,35.83,14.58
SLOVAKIA,0,48.67,19.5,NETHERLANDS,52.5,5.75
SLOVAKIA,900,48.67,19.5,POLAND,52,20
SLOVAKIA,0,48.67,19.5,PORTUGAL,39.5,-8
SLOVAKIA,0,48.67,19.5,ROMANIA,46,25
SLOVAKIA,0,48.67,19.5,SLOVAKIA,48.67,19.5
SLOVAKIA,0,48.67,19.5,SLOVENIA,46,15
SLOVAKIA,0,48.67,19.5,SPAIN,40,-4
SLOVAKIA,0,48.67,19.5,SWEDEN,62,15
SLOVAKIA,0,48.67,19.5,UNITED KINGDOM,54,-2
SLOVAKIA,0,48.67,19.5,ANDORRA,42.5,1.6
SLOVAKIA,0,48.67,19.5,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
SLOVAKIA,0,48.67,19.5,GIBRALTAR,36.18,-5.37
SLOVAKIA,0,48.67,19.5,GHANA,8,-2
SLOVAKIA,0,48.67,19.5,GREENLAND,72,-40
SLOVAKIA,0,48.67,19.5,JAPAN,36,138
SLOVAKIA,0,48.67,19.5,KAZAKHSTAN,48,68
SLOVAKIA,0,48.67,19.5,RUSSIAN FEDERATION,60,100
SLOVAKIA,0,48.67,19.5,SAO TOME AND PRINCIPE,1,7
SLOVAKIA,0,48.67,19.5,SWITZERLAND,47,8
SLOVAKIA,0,48.67,19.5,THAILAND,15,100
SLOVAKIA,0,48.67,19.5,URUGUAY,-33,-56
SLOVAKIA,0,48.67,19.5,US,38,-97
SLOVENIA,1200,46,15,AUSTRIA,47.33,13.33
SLOVENIA,8700,46,15,BELGIUM,50.83,4
SLOVENIA,0,46,15,BULGARIA,43,25
SLOVENIA,0,46,15,CYPRUS,35,33
SLOVENIA,0,46,15,CZECH REPUBLIC,49.75,15.5
SLOVENIA,0,46,15,DENMARK,56,10
SLOVENIA,0,46,15,ESTONIA,59,26
SLOVENIA,0,46,15,FINLAND,64,26
SLOVENIA,0,46,15,FRANCE,46,2
SLOVENIA,0,46,15,GERMANY,51,9
SLOVENIA,0,46,15,GREECE,39,22
SLOVENIA,500,46,15,HUNGARY,47,20
SLOVENIA,0,46,15,IRELAND,53,-8
SLOVENIA,4800,46,15,ITALY,42.83,12.83
SLOVENIA,0,46,15,LATVIA,57,25
SLOVENIA,0,46,15,LITHUANIA,56,24
SLOVENIA,0,46,15,LUXEMBOURG,49.75,6.17
SLOVENIA,0,46,15,MALTA,35.83,14.58
SLOVENIA,0,46,15,NETHERLANDS,52.5,5.75
SLOVENIA,0,46,15,POLAND,52,20
SLOVENIA,0,46,15,PORTUGAL,39.5,-8
SLOVENIA,0,46,15,ROMANIA,46,25
SLOVENIA,0,46,15,SLOVAKIA,48.67,19.5
SLOVENIA,0,46,15,SLOVENIA,46,15
SLOVENIA,100,46,15,SPAIN,40,-4
SLOVENIA,0,46,15,SWEDEN,62,15
SLOVENIA,0,46,15,UNITED KINGDOM,54,-2
SLOVENIA,0,46,15,ANDORRA,42.5,1.6
SLOVENIA,0,46,15,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
SLOVENIA,0,46,15,GIBRALTAR,36.18,-5.37
SLOVENIA,0,46,15,GHANA,8,-2
SLOVENIA,0,46,15,GREENLAND,72,-40
SLOVENIA,0,46,15,JAPAN,36,138
SLOVENIA,0,46,15,KAZAKHSTAN,48,68
SLOVENIA,0,46,15,RUSSIAN FEDERATION,60,100
SLOVENIA,0,46,15,SAO TOME AND PRINCIPE,1,7
SLOVENIA,0,46,15,SWITZERLAND,47,8
SLOVENIA,0,46,15,THAILAND,15,100
SLOVENIA,0,46,15,URUGUAY,-33,-56
SLOVENIA,0,46,15,US,38,-97
SPAIN,0,40,-4,AUSTRIA,47.33,13.33
SPAIN,0,40,-4,BELGIUM,50.83,4
SPAIN,0,40,-4,BULGARIA,43,25
SPAIN,0,40,-4,CYPRUS,35,33
SPAIN,0,40,-4,CZECH REPUBLIC,49.75,15.5
SPAIN,0,40,-4,DENMARK,56,10
SPAIN,0,40,-4,ESTONIA,59,26
SPAIN,0,40,-4,FINLAND,64,26
SPAIN,1000,40,-4,FRANCE,46,2
SPAIN,0,40,-4,GERMANY,51,9
SPAIN,0,40,-4,GREECE,39,22
SPAIN,0,40,-4,HUNGARY,47,20
SPAIN,0,40,-4,IRELAND,53,-8
SPAIN,0,40,-4,ITALY,42.83,12.83
SPAIN,0,40,-4,LATVIA,57,25
SPAIN,0,40,-4,LITHUANIA,56,24
SPAIN,0,40,-4,LUXEMBOURG,49.75,6.17
SPAIN,0,40,-4,MALTA,35.83,14.58
SPAIN,0,40,-4,NETHERLANDS,52.5,5.75
SPAIN,0,40,-4,POLAND,52,20
SPAIN,0,40,-4,PORTUGAL,39.5,-8
SPAIN,0,40,-4,ROMANIA,46,25
SPAIN,0,40,-4,SLOVAKIA,48.67,19.5
SPAIN,0,40,-4,SLOVENIA,46,15
SPAIN,0,40,-4,SPAIN,40,-4
SPAIN,0,40,-4,SWEDEN,62,15
SPAIN,0,40,-4,UNITED KINGDOM,54,-2
SPAIN,0,40,-4,ANDORRA,42.5,1.6
SPAIN,0,40,-4,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,41.83,22
SPAIN,0,40,-4,GIBRALTAR,36.18,-5.37
SPAIN,0,40,-4,GHANA,8,-2
SPAIN,0,40,-4,GREENLAND,72,-40
SPAIN,0,40,-4,JAPAN,36,138
SPAIN,0,40,-4,KAZAKHSTAN,48,68
SPAIN,0,40,-4,RUSSIAN FEDERATION,60,100
SPAIN,0,40,-4,SAO TOME AND PRINCIPE,1,7
SPAIN,0,40,-4,SWITZERLAND,47,8
SPAIN,0,40,-4,THAILAND,15,100
